IPO Status,Ticker Code,Company Name,Sector,Subsector,Listing Board,Final Price (Rp),Return D1,Return D2,Return D3,Return D4,Return D5,Return D6,Return D7,Return from Listing Date,Line of Business,Address,Website,Number of shares offered,% of Total Shares,Participant Admin,Underwriter(s),Book Building Opening,Book Building Closing,Lowest Book Building Price (Rp),Highest Book Building Price (Rp),Opening of Offering Period,Closing of Offering Period,Closing Date,Distribution Date,Listing Date,Warrant per share ratio,Exercise Price (Warrant) (Rp)
Closed,PDPP,PT Primadaya Plastisindo Tbk,Basic Materials,Containers & Packaging,Pengembangan,200.0,0.09624061584472657,-0.0666666898653283,-0.06349204573798528,-0.06779658992647657,0.05454541572124873,-0.060344840852683185,-0.018348640459946473,1.8,Industri Barang Dari Plastik Untuk Pengemasan,,https://www.pt-pdp.com,500000000,20.0,MG - SEMESTA INDOVEST SEKURITAS,['MG - SEMESTA INDOVEST SEKURITAS'],2022-10-13,2022-10-20,195,200,2022-11-03,2022-11-07,2022-11-07,2022-11-08,2022-11-09,0.0,
Closed,KDTN,PT Puri Sentul Permai Tbk,Consumer Cyclicals,"Hotels, Resorts & Cruise Lines",Pengembangan,150.0,0.26,-0.06878306878306878,-0.06818181818181818,0.006097560975609756,-0.030303030303030304,-0.04375,0.0,-0.17333333333333334,"Bergerak dibidang jasa penyedia akomodasi berupa hotel, jasa penyediaan makan minum berupa restoran","Jl. Surya Raya, Kav. Commercial Area 1 Olympic CBD Sentul, Desa Sentul Kecamatan Babakan Madang, Kabupaten Bogor 16810",https://kedaton8.com/,250000000,20.0,MI - VICTORIA SEKURITAS INDONESIA,['MI - VICTORIA SEKURITAS INDONESIA'],2022-10-20,2022-10-26,140,160,2022-11-01,2022-11-07,2022-11-07,2022-11-08,2022-11-09,0.2,180.0
Closed,CBUT,PT Citra Borneo Utama Tbk,Consumer Non-Cyclicals,Plantations & Crops,Utama,690.0,0.2463768115942029,0.08139534883720931,-0.010752688172043012,-0.06521739130434782,-0.029069767441860465,-0.03592814371257485,-0.006211180124223602,1.3405797101449275,"bidang industri pemurnian, pemisahan/fraksinasi dan perdagangan produk kelapa sawit dan turunannya",,http://www.citraborneoutama.co.id/,625000000,20.0,YP - MIRAE ASSET SEKURITAS INDONESIA,"['YP - MIRAE ASSET SEKURITAS INDONESIA', 'AI - UOB KAY HIAN SEKURITAS', 'OD - BRI DANAREKSA SEKURITAS', 'ZP - MAYBANK SEKURITAS INDONESIA']",2022-10-13,2022-10-19,690,1280,2022-11-02,2022-11-04,2022-11-04,2022-11-07,2022-11-08,0.0,
Closed,PRAY,PT Famon Awal Bros Sedaya Tbk,Healthcare,Healthcare Providers,Pengembangan,900.0,-0.011111111111111112,-0.05056179775280899,-0.0650887573964497,-0.06962025316455696,0.027210884353741496,0.013245033112582781,-0.013071895424836602,-0.3333333333333333,Bergerak di bidang aktivitas perusahaan holding dan jasa pelayanan kesehatan melalui Perusahaan Anak,"Ruko Mega Grosir Cempaka Mas Blok N/21 Sumur Batu, Kemayoran, Jakarta",https://primayahospital.com/,302222300,2.0,PD - INDO PREMIER SEKURITAS,['PD - INDO PREMIER SEKURITAS'],2022-10-14,2022-10-21,900,950,2022-11-01,2022-11-04,2022-11-04,2022-11-07,2022-11-08,0.0,
Closed,MKTR,PT Menthobi Karyatama Raya Tbk,Consumer Non-Cyclicals,Plantations & Crops,Utama,120.0,0.08333333333333333,-0.023076923076923078,-0.023622047244094488,0.016129032258064516,0.03968253968253968,0.015267175572519083,-0.015037593984962405,0.03333333333333333,Bergerak dalam bidang perkebunan dan pabrik kelapa sawit,,https://mktr.co.id/,2500000000,21.0,II - DANATAMA MAKMUR SEKURITAS,"['II - DANATAMA MAKMUR SEKURITAS', 'AN - WANTEG SEKURITAS', 'CP - KB VALBURY SEKURITAS']",2022-10-17,2022-10-24,100,150,2022-11-01,2022-11-04,2022-11-04,2022-11-07,2022-11-08,1.0,150.0
Closed,OMED,PT Jayamas Medica Industri Tbk,Healthcare,Healthcare Supplies & Distributions,Utama,204.0,0.23529411764705882,0.0,-0.023809523809523808,0.024390243902439025,0.023809523809523808,0.023255813953488372,-0.007575757575757576,-0.0784313725490196,Bergerak di bidang usaha manufaktur alat kesehatan dan perbekalan kesehatan rumah tangga lainnya,"Sebelah Selatan Jalan By Pass RT 05 / RW 01 Kelurahan Sidomojo, Kecamatan Krian, Sidoarjo 61262, Jawa Timur",https://www.onemed.co.id,4058850000,15.0,KI - CIPTADANA SEKURITAS ASIA,"['KI - CIPTADANA SEKURITAS ASIA', 'KZ - CLSA SEKURITAS INDONESIA', 'C3 - PT CIMB Niaga Sekuritas']",2022-10-06,2022-10-19,204,310,2022-11-02,2022-11-04,2022-11-04,2022-11-07,2022-11-08,0.0,
Closed,BELI,PT Global Digital Niaga Tbk,Technology,Online Applications & Services,Ekonomi Baru,450.0,0.0,0.013333333333333334,-0.013157894736842105,0.07555555555555556,-0.02066115702479339,-0.004219409282700422,0.03389830508474576,0.013333333333333334,"Perdagangan eceran melalui media untuk barang campuran, aktivitas pengembangan aplikasi perdagangan","Jl. Jendral Ahmad Yani No. 34, Kel. Panjunan, Kec. Kota Kudus, Kab. Kudus 59317, Jawa Tengah",https://www.blibli.com,17771205900,15.0,OD - BRI DANAREKSA SEKURITAS,"['OD - BRI DANAREKSA SEKURITAS', 'CC - MANDIRI SEKURITAS', 'CP - KB VALBURY SEKURITAS', 'CS - CREDIT SUISSE SEKURITAS INDONESIA', 'DP - DBS VICKERS SEKURITAS INDONESIA', 'NI - BNI SEKURITAS', 'PD - INDO PREMIER SEKURITAS', 'PF - DANASAKTI SEKURITAS INDONESIA', 'RS - YULIE SEKURITAS INDONESIA TBK.', 'SQ - BCA SEKURITAS', 'S0 - PT Morgan Stanley Sekuritas Indonesia']",2022-10-17,2022-10-24,410,460,2022-11-02,2022-11-04,2022-11-04,2022-11-07,2022-11-08,0.0,
Closed,BSBK,PT Wulandari Bangun Laksana Tbk,Properties & Real Estate,Real Estate Development & Management,Utama,100.0,0.35,0.34814814814814815,0.32967032967032966,0.19834710743801653,-0.06896551724137931,-0.06666666666666667,-0.06349206349206349,-0.37,Bergerak dalam bidang property dan real estate,"Jl. Jend. Sudirman Nomor 47 Tower G Komplek Balikpapan Superblock Stall Kuda, Kelurahan Damai Bahagia, Kec. Balikpapan Selatan, Kota Balikpapan, Provinsi Kalimantan Timur, 76114",https://www.balikpapansuperblock.com,2750000000,12.0,SH - ARTHA SEKURITAS INDONESIA,"['SH - ARTHA SEKURITAS INDONESIA', 'FS - YUANTA SEKURITAS INDONESIA', 'HD - KGI SEKURITAS INDONESIA', 'PG - PANCA GLOBAL SEKURITAS']",2022-10-10,2022-10-17,100,120,2022-11-02,2022-11-04,2022-11-04,2022-11-07,2022-11-08,1.37,125.0
Closed,COAL,PT Black Diamond Resources Tbk,Energy,Coal Production,Pemantauan Khusus,100.0,0.35,0.34814814814814815,0.34065934065934067,0.2459016393442623,0.25,0.23684210526315788,-0.06808510638297872,-0.64,Pertambangan Batubara Melalui Entitas Anak,"Gedung Centennial Tower Lt 21 Unit H , Jl. Jenderal Gatot Subroto No. 24-25, Jakarta Selatan 12930",https://blackdiamondtbk.com/,1250000000,20.0,SF - SURYA FAJAR SEKURITAS,['SF - SURYA FAJAR SEKURITAS'],2022-08-12,2022-08-22,100,130,2022-09-01,2022-09-05,2022-09-05,2022-09-06,2022-09-07,0.0,
Closed,CRAB,PT Toba Surimi Industries Tbk,Consumer Non-Cyclicals,Processed Foods,Pengembangan,150.0,0.3466666666666667,0.0594059405940594,0.0,0.009345794392523364,0.08333333333333333,0.1623931623931624,0.14705882352941177,0.7066666666666667,"Industri Pembekuan, Pengolahan, Pengawetan, Perdagangan Besar Makanan &Minuman serta Hasil Perikanan",,https://www.tobasurimi.com/,390000000,20.0,HD - KGI SEKURITAS INDONESIA,['HD - KGI SEKURITAS INDONESIA'],2022-07-20,2022-07-25,100,150,2022-08-02,2022-08-08,2022-08-08,2022-08-09,2022-08-10,0.0,
Closed,MEDS,PT Hetzer Medical Indonesia Tbk,Healthcare,Healthcare Supplies & Distributions,Pengembangan,125.0,0.344,0.10714285714285714,0.03225806451612903,0.34375,0.10077519379844961,0.20422535211267606,0.24561403508771928,-0.6,Industri Peralatan Kesehatan dan Turunannya,"Jl. Mahar Martanegara No. 106, Kel. Cigugur Tengah Kec. Cimahi Tengah, Kota Cimahi, Provinsi Jawa Barat 40522",https://www.evoplusmed.com,312500000,20.0,AN - WANTEG SEKURITAS,['AN - WANTEG SEKURITAS'],2022-07-21,2022-07-26,125,175,2022-08-02,2022-08-08,2022-08-08,2022-08-09,2022-08-10,0.0,
Closed,BUAH,PT Segar Kumala Indonesia Tbk,Consumer Non-Cyclicals,Food Retail & Distributors,Pengembangan,388.0,0.24742268041237114,-0.01652892561983471,-0.058823529411764705,0.022321428571428572,0.017467248908296942,-0.008583690987124463,0.13636363636363635,2.75,Bergerak di bidang Perdagangan Besar Buah-buahan dan Daging Unggas Beku,"Jl. Pegangsaan Dua KM. 4 No.89. Pegangsaan Dua, Kelapa Gading, Jakarta Utara. 14250",https://sk-indonesia.com/,200000000,20.0,LS - RELIANCE SEKURITAS INDONESIA TBK.,['LS - RELIANCE SEKURITAS INDONESIA TBK.'],2022-07-20,2022-07-26,350,400,2022-08-02,2022-08-05,2022-08-05,2022-08-08,2022-08-09,0.0,
Closed,KLIN,PT Klinko Karya Imaji Tbk,Consumer Cyclicals,Home Improvement Retail,Akselerasi,100.0,-0.1,-0.1,-0.037037037037037035,-0.01282051282051282,-0.03896103896103896,-0.013513513513513514,0.0136986301369863,-0.84,Bergerak di Bidang Produksi dan Perdagangan Produk Alat-Alat Kebersihan yang Ramah Lingkungan,"Jl. Raya Driyorejo Km 25, Desa/Kelurahan Driyorejo, Kec. Driyorejo, Kab. Gresik, Jawa Timur 61177, Indonesia",https://www.klinko.id/,230000000,18.0,SA - ELIT SUKSES SEKURITAS,['SA - ELIT SUKSES SEKURITAS'],2022-07-20,2022-07-25,90,100,2022-08-02,2022-08-05,2022-08-05,2022-08-08,2022-08-09,0.25,100.0
Closed,TOOL,PT Rohartindo Nusantara Luas Tbk,Consumer Cyclicals,Household Appliances,Pengembangan,127.0,0.3464566929133858,-0.06432748538011696,-0.06875,-0.06711409395973154,-0.007194244604316547,-0.014492753623188406,0.0,-0.5669291338582677,bergerak dalam bidang usaha Perdagangan besar,"Jalan Raya Perancis, Pergudangan Kosambi Permai, Blok J No. 32, Kabupaten Tangerang, Provinsi Banten",http://www.nankai.co.id/,410000000,20.0,YP - MIRAE ASSET SEKURITAS INDONESIA,['YP - MIRAE ASSET SEKURITAS INDONESIA'],2022-07-19,2022-07-26,122,135,2022-08-02,2022-08-05,2022-08-05,2022-08-08,2022-08-09,0.5,500.0
Closed,MORA,PT Mora Telematika Indonesia Tbk,Infrastructures,Wired Telecommunication Service,Utama,396.0,0.2474747474747475,0.24493927125506074,-0.06504065040650407,0.02608695652173913,-0.01694915254237288,-0.017241379310344827,-0.008771929824561403,0.08080808080808081,"Aktivitas telekomunikasi dengan kabel, internet service provider & jasa interkoneksi internet (NAP)","Grha 9, Lantai 6, Jl. Panataran No. 9, Proklamasi, Jakarta 10320 Indonesia",https://www.moratelindo.co.id,2525464300,11.0,AZ - SUCOR SEKURITAS,"['AZ - SUCOR SEKURITAS', 'NI - BNI SEKURITAS']",2022-07-12,2022-07-18,368,396,2022-08-02,2022-08-04,2022-08-04,2022-08-05,2022-08-08,0.0,
Closed,KKES,PT Kusuma Kemindo Sentosa Tbk,Basic Materials,Basic Chemicals,Pemantauan Khusus,105.0,0.20952380952380953,-0.06299212598425197,-0.025210084033613446,0.02586206896551724,0.0,0.025210084033613446,0.040983606557377046,-0.6190476190476191,Perdagangan Besar Bahan dan Barang Kimia,"Green Ville Maisonette Blok FA / 12A, Jakarta Barat, DKI Jakarta, 11510 - Indonesia",https://kks-chemicals.com,300000000,20.0,YP - MIRAE ASSET SEKURITAS INDONESIA,['YP - MIRAE ASSET SEKURITAS INDONESIA'],2022-07-19,2022-07-27,100,130,2022-08-02,2022-08-04,2022-08-04,2022-08-05,2022-08-08,0.0,
Closed,EURO,PT Estee Gold Feet Tbk,Consumer Non-Cyclicals,Personal Care Products,Akselerasi,70.0,0.0,-0.014285714285714285,0.014492753623188406,0.0,0.0,0.0,0.0,2.6857142857142855,Industri pengisian jasa aerosol kosmetik dan bahan pembersih keperluan rumah tangga,"Jl. Kapuk Utara II No.2, RT.1/RW.3, Kapuk Muara, Penjaringan Jakarta Utara, 14460, Indonesia",https://esteegoldaerosol.com/,500000000,20.0,II - DANATAMA MAKMUR SEKURITAS,['II - DANATAMA MAKMUR SEKURITAS'],2022-07-20,2022-07-28,60,70,2022-08-01,2022-08-04,2022-08-04,2022-08-05,2022-08-08,0.1,100.0
Closed,ELPI,PT Pelayaran Nasional Ekalya Purnamasari Tbk,Transportation & Logistic,Logistics & Deliveries,Utama,200.0,0.35,0.24444444444444444,-0.06547619047619048,-0.06369426751592357,-0.06802721088435375,-0.014598540145985401,0.022222222222222223,0.61,Bergerak dalam bidang angkutan laut dan aktivitas penunjang angkutan,"Graha KCT Lt. 3 Jl. W.R. Supratman No.23 Surabaya, Jawa Timur- Indonesia",https://www.pnep.co.id,1112000000,15.0,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,['LG - TRIMEGAH SEKURITAS INDONESIA TBK.'],2022-07-14,2022-07-21,190,240,2022-08-02,2022-08-04,2022-08-04,2022-08-05,2022-08-08,0.0,
Closed,RAFI,PT Sari Kreasi Boga Tbk,Consumer Non-Cyclicals,Food Retail & Distributors,Pemantauan Khusus,126.0,0.3492063492063492,-0.06470588235294118,-0.050314465408805034,0.11258278145695365,0.041666666666666664,0.09714285714285714,0.34375,-0.7777777777777778,Perseroan bergerak di bidang penjualan bahan baku dan waralaba makanan dan minuman.,"Tower A lt.3, Jl. Ampera Raya RW2, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540",https://skbfood.id/,948090000,30.0,IN - INVESTINDO NUSANTARA SEKURITAS,"['IN - INVESTINDO NUSANTARA SEKURITAS', 'CP - KB VALBURY SEKURITAS']",2022-07-18,2022-07-22,120,130,2022-08-01,2022-08-03,2022-08-03,2022-08-04,2022-08-05,0.5,158.0
Closed,JARR,PT Jhonlin Agro Raya Tbk,Consumer Non-Cyclicals,Plantations & Crops,Utama,300.0,0.24666666666666667,0.24598930481283424,0.2446351931330472,-0.06896551724137931,-0.06481481481481481,-0.06930693069306931,-0.06808510638297872,-0.16666666666666666,Perkebunan dan Pengolahan Minyak Kelapa Sawit Terpadu,"Kantor: Jl. Kodeco KM 1, Kel. Gunung Antasari, Kec. Simpang Empat, Kab. Tanah Bumbu, Kalimatan Selatan 72213 Operasional: Pabrik Refinery dan Pabrik Biodiesel di Desa Batu Ampar, Kec. Simpang Empat, Kab. Tanah Bumbu, Kalimantan Selatan",https://www.ptjar.com,1222950000,15.0,IN - INVESTINDO NUSANTARA SEKURITAS,"['IN - INVESTINDO NUSANTARA SEKURITAS', 'AR - BINAARTHA SEKURITAS', 'PG - PANCA GLOBAL SEKURITAS', 'YJ - LOTUS ANDALAN SEKURITAS']",2022-07-12,2022-07-15,250,300,2022-07-29,2022-08-02,2022-08-02,2022-08-03,2022-08-04,0.0,
Closed,AMMS,PT Agung Menjangan Mas Tbk,Consumer Non-Cyclicals,"Fish, Meat, & Poultry",Akselerasi,100.0,0.05,-0.05714285714285714,-0.04040404040404041,0.06315789473684211,0.06930693069306931,0.07407407407407407,-0.09482758620689655,-0.77,Menjalankan usaha dalam bidang jasa sarana produksi dan jasa pasca panen budidaya ikan air payau,"Generali Tower Grand Rubina Business Park Lt.20 C Jl. H.R. Rasuna Said, Kuningan, Jakarta Selatan 12940",https://agungmm.com/,240000000,20.0,IU - INDO CAPITAL SEKURITAS,['IU - INDO CAPITAL SEKURITAS'],2022-07-07,2022-07-13,100,150,2022-07-29,2022-08-02,2022-08-02,2022-08-03,2022-08-04,1.4,100.0
Closed,GULA,PT Aman Agrindo Tbk,Consumer Non-Cyclicals,Processed Foods,Pengembangan,250.0,0.016,-0.06299212598425197,-0.03361344537815126,0.043478260869565216,-0.05,-0.008771929824561403,-0.05309734513274336,3.02,"Bergerak di bidang perkebunan tebu, perdagangan gula dan industri gula","Jl.MT. Haryono 864-866 Ruko Bangkong Plaza C-10, Kelurahan Peterongan, Kecamatan Semarang Selatan, Kota Semarang, Provinsi Jawa Tengah, 50242",https://www.amanagrindo.co.id/,214072500,20.0,AI - UOB KAY HIAN SEKURITAS,['AI - UOB KAY HIAN SEKURITAS'],2022-06-23,2022-07-15,250,300,2022-07-28,2022-08-01,2022-08-01,2022-08-02,2022-08-03,0.0,
Closed,RCCC,PT Utama Radar Cahaya Tbk,Transportation & Logistic,Logistics & Deliveries,Akselerasi,135.0,-0.13932981137876158,0.024590201609816013,0.015999938476564377,0.023622083998014316,0.09999998767559352,0.08391610036951933,0.07741936884313405,1.3407407407407408,Bergerak di Bidang Jasa Pengurusan Transportasi (Freight Forwarding),"Kantor Pusat: Gedung STC Senayan, Lantai 2, Ruang 38, Jl. Asia Afrika Pintu IX, Gelora, Tanah Abang Jakarta Pusat 10270, Indonesia Garasi dan Bengkel: Jl. Curug Dengdeng, Desa Lulut, Kec. Klapanunggal, Cileungsi, Kab. Bogor, Jawa Barat, Indonesia",https://www.utamaradarcahaya.com,150000000,20.0,SA - ELIT SUKSES SEKURITAS,['SA - ELIT SUKSES SEKURITAS'],2022-07-08,2022-07-12,110,150,2022-07-27,2022-07-29,2022-07-29,2022-08-01,2022-08-02,0.0,
Closed,HATM,PT HABCO TRANS MARITIMA TBK,Transportation & Logistic,Logistics & Deliveries,Utama,160.0,0.01875,0.0736196319018405,0.09714285714285714,-0.026041666666666668,0.0053475935828877,0.03723404255319149,0.035897435897435895,0.675,Pengangkutan dengan Kegiatan Usaha Angkutan Laut Dalam Negeri untuk Barang Khusus,"Jalan H. Imam Munandar No. 247 F-G, Kel Tangkerang Utara, Kec Bukit Raya, Pekanbaru, Riau 28282",https://habcomaritima.com/,1118750000,17.0,XA - NH KORINDO SEKURITAS INDONESIA,['XA - NH KORINDO SEKURITAS INDONESIA'],2022-06-29,2022-07-01,150,250,2022-07-20,2022-07-22,2022-07-22,2022-07-25,2022-07-26,0.0,
Closed,KRYA,PT Bangun Karya Perkasa Jaya Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Pengembangan,125.0,-0.128,-0.06422018348623854,0.049019607843137254,-0.04672897196261682,-0.0196078431372549,-0.05,-0.031578947368421054,-0.544,Bergerak dalam bidang konstruksi umum dan konstruksi baja,"Jl. Pattimura Plaza Segi Delapan C 851-852, Sonokwijenan, Sukomanunggal, Surabaya, Indonesia 60189",https://www.ptbkpjaya.com/,325000000,20.0,IU - INDO CAPITAL SEKURITAS,['IU - INDO CAPITAL SEKURITAS'],2022-06-30,2022-07-06,120,130,2022-07-19,2022-07-21,2022-07-21,2022-07-22,2022-07-25,0.5,156.0
Closed,AXIO,PT Tera Data Indonusa Tbk.,Technology,Computer Hardware,Utama,140.0,0.35,0.2698412698412698,-0.06666666666666667,-0.0625,0.02857142857142857,0.10185185185185185,-0.01680672268907563,0.05,Perdagangan Besar Komputer dan Perlengkapan Komputer,"Wisma Exa Jl. Inspeksi PAM No.168, Cakung Barat Jakarta Timur 13910",https://www.terra.co.id/,1040126500,18.0,NI - BNI SEKURITAS,"['NI - BNI SEKURITAS', 'C3 - PT CIMB Niaga Sekuritas']",2022-06-29,2022-07-05,120,140,2022-07-14,2022-07-18,2022-07-18,2022-07-19,2022-07-20,0.0,
Closed,DEWI,PT Dewi Shri Farmindo Tbk,Consumer Non-Cyclicals,"Fish, Meat, & Poultry",Pengembangan,100.0,0.35,0.34814814814814815,-0.06593406593406594,-0.06470588235294118,-0.06918238993710692,0.006756756756756757,0.020134228187919462,-0.35,Bergerak di bidang budidaya ayam ras pedaging dan perdagangan eceran hewan ternak,"Kampung Cimenyan, RT 003/RW 003, Desa Cintaasih, Kecamatan Grekbong, Cianjur, Jawa Barat",https://www.dewishrifarmindo.com,700000000,35.0,HD - KGI SEKURITAS INDONESIA,"['HD - KGI SEKURITAS INDONESIA', 'AR - BINAARTHA SEKURITAS']",2022-06-27,2022-06-29,100,110,2022-07-12,2022-07-14,2022-07-14,2022-07-15,2022-07-18,0.0,
Closed,CHEM,PT Chemstar Indonesia Tbk,Basic Materials,Specialty Chemicals,Pengembangan,150.0,0.03333333333333333,-0.06451612903225806,-0.06896551724137931,-0.06666666666666667,-0.007936507936507936,-0.032,0.0,-0.5266666666666666,Perseroan bergerak dalam Industri dan perdagangan bahan kimia spesialisasi untuk industri tekstil,"Jl. Industri Ubrug No. 70, Kp. Cisampih, Kel. Cibinong, Kec. Jatiluhur, Kab. Purwakarta, Jawa Barat 41152",https://www.chemstarindonesia.com,500000000,29.0,XA - NH KORINDO SEKURITAS INDONESIA,['XA - NH KORINDO SEKURITAS INDONESIA'],2022-06-20,2022-06-23,150,190,2022-07-04,2022-07-06,2022-07-06,2022-07-07,2022-07-08,0.5,200.0
Closed,TRGU,PT Cerestar Indonesia Tbk,Consumer Non-Cyclicals,Processed Foods,Utama,210.0,0.24761904761904763,0.24427480916030533,0.24539877300613497,0.2438423645320197,-0.06930693069306931,0.03829787234042553,0.09631147540983606,-0.0380952380952381,Industri Tepung Terigu dan Perdagangan Serealia/Biji-Bijian Melalui Perusahaan Anak dan Jasa Konsult,,http://www.cerestargroup.co.id,1500000000,19.0,MG - SEMESTA INDOVEST SEKURITAS,['MG - SEMESTA INDOVEST SEKURITAS'],2022-06-17,2022-06-23,200,210,2022-07-04,2022-07-06,2022-07-06,2022-07-07,2022-07-08,0.0,
Closed,ARKO,PT Arkora Hydro Tbk,Infrastructures,Electric Utilities,Pengembangan,300.0,-0.06666666666666667,0.007142857142857143,0.05673758865248227,0.026845637583892617,0.026143790849673203,0.10828025477707007,-0.005747126436781609,2.466666666666667,Pembangkitan tenaga listrik melalui sumber energi baru dan terbarukan yang berasal dari aliran air,"Office 8 Building, Lantai 21 Unit C & D, Jl. Jend. Sudirman Kav. 52-53, Lot 28 SCBD Jakarta 12190, Indonesia",http://www.arkora-hydro.com/,579900000,20.0,YP - MIRAE ASSET SEKURITAS INDONESIA,"['YP - MIRAE ASSET SEKURITAS INDONESIA', 'YJ - LOTUS ANDALAN SEKURITAS']",2022-06-20,2022-06-28,286,310,2022-07-04,2022-07-06,2022-07-06,2022-07-07,2022-07-08,0.0,
Closed,SWID,PT Saraswanti Indoland Development Tbk,Properties & Real Estate,Real Estate Development & Management,Pengembangan,200.0,0.08,-0.06481481481481481,-0.06930693069306931,-0.06914893617021277,-0.06857142857142857,-0.06748466257668712,-0.06578947368421052,-0.64,Bergerak dalam bidang usaha Properti & Real Estate,"Jalan Palagan Tentara Pelajar KM. 7 Sariharjo, Ngaglik, Kab. Sleman, Daerah Istimewa Yogyakarta Indonesia - 55581",https://saraswantiproperty.com/,340000000,6.0,AH - SHINHAN SEKURITAS INDONESIA,['AH - SHINHAN SEKURITAS INDONESIA'],2022-06-17,2022-06-23,180,200,2022-07-01,2022-07-05,2022-07-05,2022-07-06,2022-07-07,1.0,250.0
Closed,ASHA,PT Cilacap Samudera Fishing Industry Tbk,Consumer Non-Cyclicals,Food Retail & Distributors,Pemantauan Khusus,100.0,0.35,0.34814814814814815,0.34065934065934067,0.2459016393442623,0.25,-0.06842105263157895,-0.06779661016949153,-0.87,Bergerak Dalam Bidang Perdagangan Besar Hasil Perikanan dan Aktivitas Cold Storage,"Jl. Muara Baru Ujung K No. 7D RT 021 RW 17 Penjaringan Jakarta Utara, Indonesia",https://www.csfi.co.id/,1250000000,25.0,HD - KGI SEKURITAS INDONESIA,"['HD - KGI SEKURITAS INDONESIA', 'BQ - KOREA INVESTMENT AND SEKURITAS INDONESIA']",2022-04-22,2022-04-27,100,125,2022-05-19,2022-05-24,2022-05-24,2022-05-25,2022-05-27,0.0,
Canceled,NPII,PT Mandiri Mineral Perkasa Tbk,Basic Materials,Mining Equipment & Services,,,,,,,,,,,Bergerak di bidang jasa penunjang pertambangan dan penggalian lainnya,"Citra Tower Kemayoran, Jl. Benyamin Suaeb Kav A6 Lt. 18A, Kebon Kosong, Kemayoran, Jakarta Pusat",https://www.mandirimineralperkasa.co.id,950000000,1.0,SF - SURYA FAJAR SEKURITAS,"['SF - SURYA FAJAR SEKURITAS', 'MI - VICTORIA SEKURITAS INDONESIA']",2022-05-20,2022-05-30,132,142,,,,,,5.0,500.0
Closed,OLIV,PT Oscar Mitra Sukses Sejahtera Tbk.,Consumer Non-Cyclicals,Household Products,Akselerasi,100.0,0.01,-0.009900990099009901,0.0,0.01,-0.009900990099009901,0.0,0.01,-0.91,Perdagangan eceran furniture untuk barang perlengkapan rumah tangga dan perlengkapan dapur,"Jl. Otista Raya No. 33, Jakarta Timur, Indonesia",https://www.oscarliving.com,400000000,21.0,II - DANATAMA MAKMUR SEKURITAS,['II - DANATAMA MAKMUR SEKURITAS'],2022-04-04,2022-04-18,100,125,2022-05-09,2022-05-12,2022-05-12,2022-05-13,2022-05-17,1.0,120.0
Closed,WINR,PT Winner Nusantara Jaya Tbk,Properties & Real Estate,Real Estate Development & Management,Pemantauan Khusus,100.0,0.35,0.34814814814814815,0.32967032967032966,-0.06611570247933884,-0.061946902654867256,-0.0660377358490566,-0.06565656565656566,-0.83,Bergerak dalam bidang property dan real estate,,https://www.winnergroup.id,1500000000,29.0,SH - ARTHA SEKURITAS INDONESIA,"['SH - ARTHA SEKURITAS INDONESIA', 'FS - YUANTA SEKURITAS INDONESIA', 'PG - PANCA GLOBAL SEKURITAS', 'YP - MIRAE ASSET SEKURITAS INDONESIA']",2022-03-28,2022-04-04,100,140,2022-04-19,2022-04-21,2022-04-21,2022-04-22,2022-04-25,0.87,250.0
Closed,IBOS,PT Indo Boga Sukses Tbk,Consumer Non-Cyclicals,Processed Foods,Akselerasi,100.0,0.1,0.01818181818181818,0.026785714285714284,0.02608695652173913,0.0,0.0,0.0,0.6,Restoran dan Aktivitas Perusahaan Holding,"Jalan Raya Randugowang, Desa Sendangadi, Kecamatan Mlati, Kabupaten Sleman, Yogyakarta 55285",https://indobogasukses.com/,1607360000,20.0,SF - SURYA FAJAR SEKURITAS,"['SF - SURYA FAJAR SEKURITAS', 'XA - NH KORINDO SEKURITAS INDONESIA']",2022-03-31,2022-04-06,65,100,2022-04-19,2022-04-21,2022-04-21,2022-04-22,2022-04-25,0.5,180.0
Closed,MTMH,PT Murni Sadar Tbk,Healthcare,Healthcare Providers,Utama,1280.0,0.25,0.059375,-0.04129793510324484,-0.018461538461538463,-0.03134796238244514,0.022653721682847898,0.02531645569620253,-0.16015625,Bergerak di bidang aktivitas rumah sakit swasta,"Jl. Jawa No. 2, LK II, Gg. Buntu, Medan Timur, Kota Medan, Sumatera Utara - 20231",https://www.rsmurniteguh.com,254022800,12.0,KI - CIPTADANA SEKURITAS ASIA,"['KI - CIPTADANA SEKURITAS ASIA', 'SQ - BCA SEKURITAS']",2022-03-24,2022-03-30,1180,1480,2022-04-13,2022-04-18,2022-04-18,2022-04-19,2022-04-20,0.0,
